"","","Month","Month1","Country","Percentage Change"
"1992",NA,"Nov-20",8,"Chile","-99.01477833"
"1993",NA,"Dec-20",9,"Chile","-98.02955665"
"1994",NA,"Jan-21",10,"Chile","-99.01477833"
"1995",NA,"Feb-21",11,"Chile","-98.02955665"
"1996",NA,"Mar-21",12,"Chile","-99.50738916"
"1997",NA,"Apr-21",13,"Chile","-99.01477833"
"1998",NA,"May-21",14,"Chile","-98.52216749"
"1999",NA,"Jun-21",15,"Chile","-98.02955665"
"2000",NA,"Jul-21",16,"Chile","-98.0295567"
"2001",NA,"Apr-20",1,"Colombia","-98.87640449"
"2002",NA,"May-20",2,"Colombia","-99.43820225"
"2003",NA,"Jun-20",3,"Colombia","-98.31460674"
"2004",NA,"Jul-20",4,"Colombia","-100"
"2005",NA,"Aug-20",5,"Colombia","-99.43820225"
"2006",NA,"Sep-20",6,"Colombia","-99.43820225"
"2007",NA,"Oct-20",7,"Colombia","-98.87640449"
"2008",NA,"Nov-20",8,"Colombia","-98.87640449"
"2009",NA,"Dec-20",9,"Colombia","-98.31460674"
"2010",NA,"Jan-21",10,"Colombia","-98.87640449"
"2011",NA,"Feb-21",11,"Colombia","-98.87640449"
"2012",NA,"Mar-21",12,"Colombia","-98.31460674"
"2013",NA,"Apr-21",13,"Colombia","-98.87640449"
"2014",NA,"May-21",14,"Colombia","-98.31460674"
"2015",NA,"Jun-21",15,"Colombia","-97.75280899"
"2016",NA,"Jul-21",16,"Colombia","-97.752809"
"2017",NA,"Apr-20",1,"Ecuador","-100"
"2018",NA,"May-20",2,"Ecuador","-100"
"2019",NA,"Jun-20",3,"Ecuador","-100"
"2020",NA,"Jul-20",4,"Ecuador","-100"
"2021",NA,"Aug-20",5,"Ecuador","-100"
"2022",NA,"Sep-20",6,"Ecuador","-100"
"2023",NA,"Oct-20",7,"Ecuador","-100"
"2024",NA,"Nov-20",8,"Ecuador","-100"
"2025",NA,"Dec-20",9,"Ecuador","-90"
"2026",NA,"Jan-21",10,"Ecuador","-100"
"2027",NA,"Feb-21",11,"Ecuador","-100"
"2028",NA,"Mar-21",12,"Ecuador","-100"
"2029",NA,"Apr-21",13,"Ecuador","-90"
"2030",NA,"May-21",14,"Ecuador","-100"
"2031",NA,"Jun-21",15,"Ecuador","-100"
"2032",NA,"Jul-21",16,"Ecuador","-100"
"2033",NA,"Apr-20",1,"French Guiana","0"
"2034",NA,"May-20",2,"French Guiana","0"
"2035",NA,"Jun-20",3,"French Guiana","0"
"2036",NA,"Jul-20",4,"French Guiana","0"
"2037",NA,"Aug-20",5,"French Guiana","0"
"2038",NA,"Sep-20",6,"French Guiana","0"
"2039",NA,"Oct-20",7,"French Guiana","0"
"2040",NA,"Nov-20",8,"French Guiana","0"
"2041",NA,"Dec-20",9,"French Guiana","0"
"2042",NA,"Jan-21",10,"French Guiana","0"
"2043",NA,"Feb-21",11,"French Guiana","0"
"2044",NA,"Mar-21",12,"French Guiana","0"
"2045",NA,"Apr-21",13,"French Guiana","0"
"2046",NA,"May-21",14,"French Guiana","0"
"2047",NA,"Jun-21",15,"French Guiana","0"
"2048",NA,"Jul-21",16,"French Guiana","0"
"2049",NA,"Apr-20",1,"Guyana","0"
"2050",NA,"May-20",2,"Guyana","0"
"2051",NA,"Jun-20",3,"Guyana","0"
"2052",NA,"Jul-20",4,"Guyana","0"
"2053",NA,"Aug-20",5,"Guyana","0"
"2054",NA,"Sep-20",6,"Guyana","0"
"2055",NA,"Oct-20",7,"Guyana","0"
"2056",NA,"Nov-20",8,"Guyana","0"
"2057",NA,"Dec-20",9,"Guyana","0"
"2058",NA,"Jan-21",10,"Guyana","0"
"2059",NA,"Feb-21",11,"Guyana","0"
"2060",NA,"Mar-21",12,"Guyana","0"
"2061",NA,"Apr-21",13,"Guyana","0"
"2062",NA,"May-21",14,"Guyana","0"
"2063",NA,"Jun-21",15,"Guyana","0"
"2064",NA,"Jul-21",16,"Guyana","0"
"2065",NA,"Apr-20",1,"Paraguay","-100"
"2066",NA,"May-20",2,"Paraguay","-100"
"2067",NA,"Jun-20",3,"Paraguay","-100"
"2068",NA,"Jul-20",4,"Paraguay","-100"
"2069",NA,"Aug-20",5,"Paraguay","-100"
"2070",NA,"Sep-20",6,"Paraguay","-100"
"2071",NA,"Oct-20",7,"Paraguay","-100"
"2072",NA,"Nov-20",8,"Paraguay","-100"
"2073",NA,"Dec-20",9,"Paraguay","-100"
"2074",NA,"Jan-21",10,"Paraguay","-100"
"2075",NA,"Feb-21",11,"Paraguay","-100"
"2076",NA,"Mar-21",12,"Paraguay","-100"
"2077",NA,"Apr-21",13,"Paraguay","-100"
"2078",NA,"May-21",14,"Paraguay","-100"
"2079",NA,"Jun-21",15,"Paraguay","-100"
"2080",NA,"Jul-21",16,"Paraguay","-100"
"2081",NA,"Apr-20",1,"Peru","-88.57142857"
"2082",NA,"May-20",2,"Peru","-100"
"2083",NA,"Jun-20",3,"Peru","-91.42857143"
"2084",NA,"Jul-20",4,"Peru","-100"
"2085",NA,"Aug-20",5,"Peru","-100"
"2086",NA,"Sep-20",6,"Peru","-100"
"2087",NA,"Oct-20",7,"Peru","-97.14285714"
"2088",NA,"Nov-20",8,"Peru","-97.14285714"
"2089",NA,"Dec-20",9,"Peru","-97.14285714"
"2090",NA,"Jan-21",10,"Peru","-97.14285714"
"2091",NA,"Feb-21",11,"Peru","-97.14285714"
"2092",NA,"Mar-21",12,"Peru","-97.14285714"
"2093",NA,"Apr-21",13,"Peru","-97.14285714"
"2094",NA,"May-21",14,"Peru","-97.14285714"
"2095",NA,"Jun-21",15,"Peru","-97.14285714"
"2096",NA,"Jul-21",16,"Peru","-97.1428571"
"2097",NA,"Apr-20",1,"Suriname","0"
"2098",NA,"May-20",2,"Suriname","0"
"2099",NA,"Jun-20",3,"Suriname","0"
"2100",NA,"Jul-20",4,"Suriname","0"
"2101",NA,"Aug-20",5,"Suriname","0"
"2102",NA,"Sep-20",6,"Suriname","0"
"2103",NA,"Oct-20",7,"Suriname","0"
"2104",NA,"Nov-20",8,"Suriname","0"
"2105",NA,"Dec-20",9,"Suriname","0"
"2106",NA,"Jan-21",10,"Suriname","0"
"2107",NA,"Feb-21",11,"Suriname","0"
"2108",NA,"Mar-21",12,"Suriname","0"
"2109",NA,"Apr-21",13,"Suriname","0"
"2110",NA,"May-21",14,"Suriname","0"
"2111",NA,"Jun-21",15,"Suriname","0"
"2112",NA,"Jul-21",16,"Suriname","0"
"2113",NA,"Apr-20",1,"Uruguay","-97.14285714"
"2114",NA,"May-20",2,"Uruguay","-100"
"2115",NA,"Jun-20",3,"Uruguay","-100"
"2116",NA,"Jul-20",4,"Uruguay","-100"
"2117",NA,"Aug-20",5,"Uruguay","-100"
"2118",NA,"Sep-20",6,"Uruguay","-100"
"2119",NA,"Oct-20",7,"Uruguay","-100"
"2120",NA,"Nov-20",8,"Uruguay","-97.14285714"
"2121",NA,"Dec-20",9,"Uruguay","-100"
"2122",NA,"Jan-21",10,"Uruguay","-100"
"2123",NA,"Feb-21",11,"Uruguay","-100"
"2124",NA,"Mar-21",12,"Uruguay","-100"
"2125",NA,"Apr-21",13,"Uruguay","-100"
"2126",NA,"May-21",14,"Uruguay","-97.14285714"
"2127",NA,"Jun-21",15,"Uruguay","-97.14285714"
"2128",NA,"Jul-21",16,"Uruguay","-100"
"2129",NA,"Apr-20",1,"Venezuela","-100"
"2130",NA,"May-20",2,"Venezuela","-100"
"2131",NA,"Jun-20",3,"Venezuela","-100"
"2132",NA,"Jul-20",4,"Venezuela","-100"
"2133",NA,"Aug-20",5,"Venezuela","-91.66666667"
"2134",NA,"Sep-20",6,"Venezuela","-100"
"2135",NA,"Oct-20",7,"Venezuela","-100"
"2136",NA,"Nov-20",8,"Venezuela","-91.66666667"
"2137",NA,"Dec-20",9,"Venezuela","-83.33333333"
"2138",NA,"Jan-21",10,"Venezuela","-100"
"2139",NA,"Feb-21",11,"Venezuela","-91.66666667"
"2140",NA,"Mar-21",12,"Venezuela","-100"
"2141",NA,"Apr-21",13,"Venezuela","-100"
"2142",NA,"May-21",14,"Venezuela","-75"
"2143",NA,"Jun-21",15,"Venezuela","-91.66666667"
"2144",NA,"Jul-21",16,"Venezuela","-91.6666667"
"2145",NA,"Apr-20",1,"Belize","0"
"2146",NA,"May-20",2,"Belize","0"
"2147",NA,"Jun-20",3,"Belize","0"
"2148",NA,"Jul-20",4,"Belize","0"
"2149",NA,"Aug-20",5,"Belize","0"
"2150",NA,"Sep-20",6,"Belize","0"
"2151",NA,"Oct-20",7,"Belize","0"
"2152",NA,"Nov-20",8,"Belize","0"
"2153",NA,"Dec-20",9,"Belize","0"
"2154",NA,"Jan-21",10,"Belize","0"
"2155",NA,"Feb-21",11,"Belize","0"
"2156",NA,"Mar-21",12,"Belize","0"
"2157",NA,"Apr-21",13,"Belize","0"
"2158",NA,"May-21",14,"Belize","0"
"2159",NA,"Jun-21",15,"Belize","0"
"2160",NA,"Jul-21",16,"Belize","0"
"2161",NA,"Apr-20",1,"Costa Rica","-100"
"2162",NA,"May-20",2,"Costa Rica","-100"
"2163",NA,"Jun-20",3,"Costa Rica","-100"
"2164",NA,"Jul-20",4,"Costa Rica","-100"
"2165",NA,"Aug-20",5,"Costa Rica","-100"
"2166",NA,"Sep-20",6,"Costa Rica","-100"
"2167",NA,"Oct-20",7,"Costa Rica","-100"
"2168",NA,"Nov-20",8,"Costa Rica","-100"
"2169",NA,"Dec-20",9,"Costa Rica","-50"
"2170",NA,"Jan-21",10,"Costa Rica","-50"
"2171",NA,"Feb-21",11,"Costa Rica","-100"
"2172",NA,"Mar-21",12,"Costa Rica","-100"
"2173",NA,"Apr-21",13,"Costa Rica","-100"
"2174",NA,"May-21",14,"Costa Rica","-100"
"2175",NA,"Jun-21",15,"Costa Rica","-100"
"2176",NA,"Jul-21",16,"Costa Rica","-50"
"2177",NA,"Apr-20",1,"El Salvador","-100"
"2178",NA,"May-20",2,"El Salvador","-100"
"2179",NA,"Jun-20",3,"El Salvador","-100"
"2180",NA,"Jul-20",4,"El Salvador","-100"
"2181",NA,"Aug-20",5,"El Salvador","-100"
"2182",NA,"Sep-20",6,"El Salvador","-100"
"2183",NA,"Oct-20",7,"El Salvador","-100"
"2184",NA,"Nov-20",8,"El Salvador","-100"
"2185",NA,"Dec-20",9,"El Salvador","-75"
"2186",NA,"Jan-21",10,"El Salvador","-100"
"2187",NA,"Feb-21",11,"El Salvador","-100"
"2188",NA,"Mar-21",12,"El Salvador","-75"
"2189",NA,"Apr-21",13,"El Salvador","-100"
"2190",NA,"May-21",14,"El Salvador","-100"
"2191",NA,"Jun-21",15,"El Salvador","-100"
"2192",NA,"Jul-21",16,"El Salvador","-100"
"2193",NA,"Apr-20",1,"Guatemala","-100"
"2194",NA,"May-20",2,"Guatemala","-100"
"2195",NA,"Jun-20",3,"Guatemala","-100"
"2196",NA,"Jul-20",4,"Guatemala","-100"
"2197",NA,"Aug-20",5,"Guatemala","-100"
"2198",NA,"Sep-20",6,"Guatemala","-100"
"2199",NA,"Oct-20",7,"Guatemala","-100"
"2200",NA,"Nov-20",8,"Guatemala","-100"
"2201",NA,"Dec-20",9,"Guatemala","-66.66666667"
"2202",NA,"Jan-21",10,"Guatemala","-66.66666667"
"2203",NA,"Feb-21",11,"Guatemala","-100"
"2204",NA,"Mar-21",12,"Guatemala","-100"
"2205",NA,"Apr-21",13,"Guatemala","-100"
"2206",NA,"May-21",14,"Guatemala","-100"
"2207",NA,"Jun-21",15,"Guatemala","-100"
"2208",NA,"Jul-21",16,"Guatemala","-100"
"2209",NA,"Apr-20",1,"Honduras","-100"
"2210",NA,"May-20",2,"Honduras","-100"
"2211",NA,"Jun-20",3,"Honduras","-100"
"2212",NA,"Jul-20",4,"Honduras","-100"
"2213",NA,"Aug-20",5,"Honduras","-100"
"2214",NA,"Sep-20",6,"Honduras","-100"
"2215",NA,"Oct-20",7,"Honduras","0"
"2216",NA,"Nov-20",8,"Honduras","-100"
"2217",NA,"Dec-20",9,"Honduras","0"
"2218",NA,"Jan-21",10,"Honduras","-100"
"2219",NA,"Feb-21",11,"Honduras","-100"
"2220",NA,"Mar-21",12,"Honduras","-100"
"2221",NA,"Apr-21",13,"Honduras","-100"
"2222",NA,"May-21",14,"Honduras","-100"
"2223",NA,"Jun-21",15,"Honduras","0"
"2224",NA,"Jul-21",16,"Honduras","-100"
"2225",NA,"Apr-20",1,"Mexico","-98.48484848"
"2226",NA,"May-20",2,"Mexico","-98.48484848"
"2227",NA,"Jun-20",3,"Mexico","-96.96969697"
"2228",NA,"Jul-20",4,"Mexico","-98.48484848"
"2229",NA,"Aug-20",5,"Mexico","-98.48484848"
"2230",NA,"Sep-20",6,"Mexico","-98.48484848"
"2231",NA,"Oct-20",7,"Mexico","-98.48484848"
"2232",NA,"Nov-20",8,"Mexico","-98.48484848"
"2233",NA,"Dec-20",9,"Mexico","-98.48484848"
"2234",NA,"Jan-21",10,"Mexico","-96.96969697"
"2235",NA,"Feb-21",11,"Mexico","-98.48484848"
"2236",NA,"Mar-21",12,"Mexico","-95.45454545"
"2237",NA,"Apr-21",13,"Mexico","-96.96969697"
"2238",NA,"May-21",14,"Mexico","-93.93939394"
"2239",NA,"Jun-21",15,"Mexico","-95.45454545"
"2240",NA,"Jul-21",16,"Mexico","-96.969697"
"2241",NA,"Apr-20",1,"Nicaragua","-100"
"2242",NA,"May-20",2,"Nicaragua","-100"
"2243",NA,"Jun-20",3,"Nicaragua","-100"
"2244",NA,"Jul-20",4,"Nicaragua","-100"
"2245",NA,"Aug-20",5,"Nicaragua","-100"
"2246",NA,"Sep-20",6,"Nicaragua","-100"
"2247",NA,"Oct-20",7,"Nicaragua","-100"
"2248",NA,"Nov-20",8,"Nicaragua","-100"
"2249",NA,"Dec-20",9,"Nicaragua","-100"
"2250",NA,"Jan-21",10,"Nicaragua","-100"
"2251",NA,"Feb-21",11,"Nicaragua","-100"
"2252",NA,"Mar-21",12,"Nicaragua","-100"
"2253",NA,"Apr-21",13,"Nicaragua","-100"
"2254",NA,"May-21",14,"Nicaragua","-100"
"2255",NA,"Jun-21",15,"Nicaragua","-100"
"2256",NA,"Jul-21",16,"Nicaragua","-100"
"2257",NA,"Apr-20",1,"Panama","-100"
"2258",NA,"May-20",2,"Panama","-100"
"2259",NA,"Jun-20",3,"Panama","-100"
"2260",NA,"Jul-20",4,"Panama","-100"
"2261",NA,"Aug-20",5,"Panama","-100"
"2262",NA,"Sep-20",6,"Panama","-100"
"2263",NA,"Oct-20",7,"Panama","-100"
"2264",NA,"Nov-20",8,"Panama","-100"
"2265",NA,"Dec-20",9,"Panama","-100"
"2266",NA,"Jan-21",10,"Panama","-100"
"2267",NA,"Feb-21",11,"Panama","-100"
"2268",NA,"Mar-21",12,"Panama","-100"
"2269",NA,"Apr-21",13,"Panama","-100"
"2270",NA,"May-21",14,"Panama","-100"
"2271",NA,"Jun-21",15,"Panama","-100"
"2272",NA,"Jul-21",16,"Panama","-100"
"2273",NA,"Apr-20",1,"Antigua/Barbuda","0"
"2274",NA,"May-20",2,"Antigua/Barbuda","0"
"2275",NA,"Jun-20",3,"Antigua/Barbuda","0"
"2276",NA,"Jul-20",4,"Antigua/Barbuda","0"
"2277",NA,"Aug-20",5,"Antigua/Barbuda","0"
"2278",NA,"Sep-20",6,"Antigua/Barbuda","0"
"2279",NA,"Oct-20",7,"Antigua/Barbuda","0"
"2280",NA,"Nov-20",8,"Antigua/Barbuda","0"
"2281",NA,"Dec-20",9,"Antigua/Barbuda","0"
"2282",NA,"Jan-21",10,"Antigua/Barbuda","0"
"2283",NA,"Feb-21",11,"Antigua/Barbuda","0"
"2284",NA,"Mar-21",12,"Antigua/Barbuda","0"
"2285",NA,"Apr-21",13,"Antigua/Barbuda","0"
"2286",NA,"May-21",14,"Antigua/Barbuda","0"
"2287",NA,"Jun-21",15,"Antigua/Barbuda","0"
"2288",NA,"Jul-21",16,"Antigua/Barbuda","0"
"2289",NA,"Apr-20",1,"Bahamas","-100"
"2290",NA,"May-20",2,"Bahamas","-100"
"2291",NA,"Jun-20",3,"Bahamas","-100"
"2292",NA,"Jul-20",4,"Bahamas","-100"
"2293",NA,"Aug-20",5,"Bahamas","-100"
"2294",NA,"Sep-20",6,"Bahamas","-100"
"2295",NA,"Oct-20",7,"Bahamas","-100"
"2296",NA,"Nov-20",8,"Bahamas","-100"
"2297",NA,"Dec-20",9,"Bahamas","-100"
"2298",NA,"Jan-21",10,"Bahamas","-100"
"2299",NA,"Feb-21",11,"Bahamas","-100"
"2300",NA,"Mar-21",12,"Bahamas","-100"
"2301",NA,"Apr-21",13,"Bahamas","-100"
"2302",NA,"May-21",14,"Bahamas","-100"
"2303",NA,"Jun-21",15,"Bahamas","-100"
"2304",NA,"Jul-21",16,"Bahamas","-100"
"2305",NA,"Apr-20",1,"Barbados","-100"
"2306",NA,"May-20",2,"Barbados","-100"
"2307",NA,"Jun-20",3,"Barbados","-100"
"2308",NA,"Jul-20",4,"Barbados","-100"
"2309",NA,"Aug-20",5,"Barbados","-100"
"2310",NA,"Sep-20",6,"Barbados","-100"
"2311",NA,"Oct-20",7,"Barbados","-100"
"2312",NA,"Nov-20",8,"Barbados","-100"
"2313",NA,"Dec-20",9,"Barbados","-100"
"2314",NA,"Jan-21",10,"Barbados","-100"
"2315",NA,"Feb-21",11,"Barbados","-100"
"2316",NA,"Mar-21",12,"Barbados","-100"
"2317",NA,"Apr-21",13,"Barbados","-100"
"2318",NA,"May-21",14,"Barbados","-100"
"2319",NA,"Jun-21",15,"Barbados","-100"
"2320",NA,"Jul-21",16,"Barbados","-100"
"2321",NA,"Apr-20",1,"Cayman Islands","0"
"2322",NA,"May-20",2,"Cayman Islands","0"
"2323",NA,"Jun-20",3,"Cayman Islands","0"
"2324",NA,"Jul-20",4,"Cayman Islands","0"
"2325",NA,"Aug-20",5,"Cayman Islands","0"
"2326",NA,"Sep-20",6,"Cayman Islands","0"
"2327",NA,"Oct-20",7,"Cayman Islands","0"
"2328",NA,"Nov-20",8,"Cayman Islands","0"
"2329",NA,"Dec-20",9,"Cayman Islands","0"
"2330",NA,"Jan-21",10,"Cayman Islands","0"
"2331",NA,"Feb-21",11,"Cayman Islands","0"
"2332",NA,"Mar-21",12,"Cayman Islands","0"
"2333",NA,"Apr-21",13,"Cayman Islands","0"
"2334",NA,"May-21",14,"Cayman Islands","0"
"2335",NA,"Jun-21",15,"Cayman Islands","0"
"2336",NA,"Jul-21",16,"Cayman Islands","0"
"2337",NA,"Apr-20",1,"Cuba","-100"
"2338",NA,"May-20",2,"Cuba","-100"
"2339",NA,"Jun-20",3,"Cuba","-100"
"2340",NA,"Jul-20",4,"Cuba","-100"
"2341",NA,"Aug-20",5,"Cuba","-100"
"2342",NA,"Sep-20",6,"Cuba","-100"
"2343",NA,"Oct-20",7,"Cuba","-100"
"2344",NA,"Nov-20",8,"Cuba","-100"
"2345",NA,"Dec-20",9,"Cuba","-100"
"2346",NA,"Jan-21",10,"Cuba","-100"
"2347",NA,"Feb-21",11,"Cuba","-100"
"2348",NA,"Mar-21",12,"Cuba","-100"
"2349",NA,"Apr-21",13,"Cuba","-100"
"2350",NA,"May-21",14,"Cuba","-100"
"2351",NA,"Jun-21",15,"Cuba","-100"
"2352",NA,"Jul-21",16,"Cuba","-100"
"2353",NA,"Apr-20",1,"Dominica","-100"
"2354",NA,"May-20",2,"Dominica","-100"
"2355",NA,"Jun-20",3,"Dominica","-100"
"2356",NA,"Jul-20",4,"Dominica","-100"
"2357",NA,"Aug-20",5,"Dominica","-100"
"2358",NA,"Sep-20",6,"Dominica","-100"
"2359",NA,"Oct-20",7,"Dominica","-100"
"2360",NA,"Nov-20",8,"Dominica","-100"
"2361",NA,"Dec-20",9,"Dominica","-100"
"2362",NA,"Jan-21",10,"Dominica","-100"
"2363",NA,"Feb-21",11,"Dominica","-100"
"2364",NA,"Mar-21",12,"Dominica","-100"
"2365",NA,"Apr-21",13,"Dominica","-100"
"2366",NA,"May-21",14,"Dominica","-100"
"2367",NA,"Jun-21",15,"Dominica","-100"
"2368",NA,"Jul-21",16,"Dominica","-100"
"2369",NA,"Apr-20",1,"Dominican Rep","-100"
"2370",NA,"May-20",2,"Dominican Rep","-100"
"2371",NA,"Jun-20",3,"Dominican Rep","-100"
"2372",NA,"Jul-20",4,"Dominican Rep","-100"
"2373",NA,"Aug-20",5,"Dominican Rep","-100"
"2374",NA,"Sep-20",6,"Dominican Rep","-100"
"2375",NA,"Oct-20",7,"Dominican Rep","-100"
"2376",NA,"Nov-20",8,"Dominican Rep","-100"
"2377",NA,"Dec-20",9,"Dominican Rep","-100"
"2378",NA,"Jan-21",10,"Dominican Rep","-100"
"2379",NA,"Feb-21",11,"Dominican Rep","-100"
"2380",NA,"Mar-21",12,"Dominican Rep","-100"
"2381",NA,"Apr-21",13,"Dominican Rep","-100"
"2382",NA,"May-21",14,"Dominican Rep","-100"
"2383",NA,"Jun-21",15,"Dominican Rep","-100"
"2384",NA,"Jul-21",16,"Dominican Rep","-100"
"2385",NA,"Apr-20",1,"Grenada","0"
"2386",NA,"May-20",2,"Grenada","0"
"2387",NA,"Jun-20",3,"Grenada","0"
"2388",NA,"Jul-20",4,"Grenada","0"
"2389",NA,"Aug-20",5,"Grenada","0"
"2390",NA,"Sep-20",6,"Grenada","0"
"2391",NA,"Oct-20",7,"Grenada","0"
"2392",NA,"Nov-20",8,"Grenada","0"
"2393",NA,"Dec-20",9,"Grenada","0"
"2394",NA,"Jan-21",10,"Grenada","0"
"2395",NA,"Feb-21",11,"Grenada","0"
"2396",NA,"Mar-21",12,"Grenada","0"
"2397",NA,"Apr-21",13,"Grenada","0"
"2398",NA,"May-21",14,"Grenada","0"
"2399",NA,"Jun-21",15,"Grenada","0"
"2400",NA,"Jul-21",16,"Grenada","0"
"2401",NA,"Apr-20",1,"Haiti","0"
"2402",NA,"May-20",2,"Haiti","0"
"2403",NA,"Jun-20",3,"Haiti","0"
"2404",NA,"Jul-20",4,"Haiti","0"
"2405",NA,"Aug-20",5,"Haiti","0"
"2406",NA,"Sep-20",6,"Haiti","0"
"2407",NA,"Oct-20",7,"Haiti","0"
"2408",NA,"Nov-20",8,"Haiti","0"
"2409",NA,"Dec-20",9,"Haiti","0"
"2410",NA,"Jan-21",10,"Haiti","0"
"2411",NA,"Feb-21",11,"Haiti","0"
"2412",NA,"Mar-21",12,"Haiti","0"
"2413",NA,"Apr-21",13,"Haiti","0"
"2414",NA,"May-21",14,"Haiti","0"
"2415",NA,"Jun-21",15,"Haiti","0"
"2416",NA,"Jul-21",16,"Haiti","0"
"2417",NA,"Apr-20",1,"Jamaica","-100"
"2418",NA,"May-20",2,"Jamaica","-100"
"2419",NA,"Jun-20",3,"Jamaica","-100"
"2420",NA,"Jul-20",4,"Jamaica","-100"
"2421",NA,"Aug-20",5,"Jamaica","-100"
"2422",NA,"Sep-20",6,"Jamaica","-100"
"2423",NA,"Oct-20",7,"Jamaica","-100"
"2424",NA,"Nov-20",8,"Jamaica","-50"
"2425",NA,"Dec-20",9,"Jamaica","-100"
"2426",NA,"Jan-21",10,"Jamaica","-50"
"2427",NA,"Feb-21",11,"Jamaica","-100"
"2428",NA,"Mar-21",12,"Jamaica","-100"
"2429",NA,"Apr-21",13,"Jamaica","-50"
"2430",NA,"May-21",14,"Jamaica","-100"
"2431",NA,"Jun-21",15,"Jamaica","-100"
"2432",NA,"Jul-21",16,"Jamaica","-100"
"2433",NA,"Apr-20",1,"St Kitts/Nevis","0"
"2434",NA,"May-20",2,"St Kitts/Nevis","0"
"2435",NA,"Jun-20",3,"St Kitts/Nevis","0"
"2436",NA,"Jul-20",4,"St Kitts/Nevis","0"
"2437",NA,"Aug-20",5,"St Kitts/Nevis","0"
"2438",NA,"Sep-20",6,"St Kitts/Nevis","0"
"2439",NA,"Oct-20",7,"St Kitts/Nevis","0"
"2440",NA,"Nov-20",8,"St Kitts/Nevis","0"
"2441",NA,"Dec-20",9,"St Kitts/Nevis","0"
"2442",NA,"Jan-21",10,"St Kitts/Nevis","0"
"2443",NA,"Feb-21",11,"St Kitts/Nevis","0"
"2444",NA,"Mar-21",12,"St Kitts/Nevis","0"
"2445",NA,"Apr-21",13,"St Kitts/Nevis","0"
"2446",NA,"May-21",14,"St Kitts/Nevis","0"
"2447",NA,"Jun-21",15,"St Kitts/Nevis","0"
"2448",NA,"Jul-21",16,"St Kitts/Nevis","0"
"2449",NA,"Apr-20",1,"St Lucia","0"
"2450",NA,"May-20",2,"St Lucia","0"
"2451",NA,"Jun-20",3,"St Lucia","0"
"2452",NA,"Jul-20",4,"St Lucia","0"
"2453",NA,"Aug-20",5,"St Lucia","0"
"2454",NA,"Sep-20",6,"St Lucia","0"
"2455",NA,"Oct-20",7,"St Lucia","0"
"2456",NA,"Nov-20",8,"St Lucia","0"
"2457",NA,"Dec-20",9,"St Lucia","0"
"2458",NA,"Jan-21",10,"St Lucia","0"
"2459",NA,"Feb-21",11,"St Lucia","0"
"2460",NA,"Mar-21",12,"St Lucia","0"
"2461",NA,"Apr-21",13,"St Lucia","0"
"2462",NA,"May-21",14,"St Lucia","0"
"2463",NA,"Jun-21",15,"St Lucia","0"
"2464",NA,"Jul-21",16,"St Lucia","0"
"2465",NA,"Apr-20",1,"St Vinc/Grenad","0"
"2466",NA,"May-20",2,"St Vinc/Grenad","0"
"2467",NA,"Jun-20",3,"St Vinc/Grenad","0"
"2468",NA,"Jul-20",4,"St Vinc/Grenad","0"
"2469",NA,"Aug-20",5,"St Vinc/Grenad","0"
"2470",NA,"Sep-20",6,"St Vinc/Grenad","0"
"2471",NA,"Oct-20",7,"St Vinc/Grenad","0"
"2472",NA,"Nov-20",8,"St Vinc/Grenad","0"
"2473",NA,"Dec-20",9,"St Vinc/Grenad","0"
"2474",NA,"Jan-21",10,"St Vinc/Grenad","0"
"2475",NA,"Feb-21",11,"St Vinc/Grenad","0"
"2476",NA,"Mar-21",12,"St Vinc/Grenad","0"
"2477",NA,"Apr-21",13,"St Vinc/Grenad","0"
"2478",NA,"May-21",14,"St Vinc/Grenad","0"
"2479",NA,"Jun-21",15,"St Vinc/Grenad","0"
"2480",NA,"Jul-21",16,"St Vinc/Grenad","0"
"2481",NA,"Apr-20",1,"Trinidad/Tobago","-100"
"2482",NA,"May-20",2,"Trinidad/Tobago","-100"
"2483",NA,"Jun-20",3,"Trinidad/Tobago","-100"
"2484",NA,"Jul-20",4,"Trinidad/Tobago","-100"
"2485",NA,"Aug-20",5,"Trinidad/Tobago","-100"
"2486",NA,"Sep-20",6,"Trinidad/Tobago","-100"
"2487",NA,"Oct-20",7,"Trinidad/Tobago","-100"
"2488",NA,"Nov-20",8,"Trinidad/Tobago","-100"
"2489",NA,"Dec-20",9,"Trinidad/Tobago","-100"
"2490",NA,"Jan-21",10,"Trinidad/Tobago","-100"
"2491",NA,"Feb-21",11,"Trinidad/Tobago","-100"
"2492",NA,"Mar-21",12,"Trinidad/Tobago","-100"
"2493",NA,"Apr-21",13,"Trinidad/Tobago","-100"
"2494",NA,"May-21",14,"Trinidad/Tobago","-100"
"2495",NA,"Jun-21",15,"Trinidad/Tobago","-100"
"2496",NA,"Jul-21",16,"Trinidad/Tobago","-100"
"2497",NA,"Apr-20",1,"Virgin Is, Brit","0"
"2498",NA,"May-20",2,"Virgin Is, Brit","0"
"2499",NA,"Jun-20",3,"Virgin Is, Brit","0"
"2500",NA,"Jul-20",4,"Virgin Is, Brit","0"
"2501",NA,"Aug-20",5,"Virgin Is, Brit","0"
"2502",NA,"Sep-20",6,"Virgin Is, Brit","0"
"2503",NA,"Oct-20",7,"Virgin Is, Brit","0"
"2504",NA,"Nov-20",8,"Virgin Is, Brit","0"
